Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency
SpringL,1,392.5,1568,-146.8,4.5,78,-13.1,168.5,0,171.1,109.8,1,24.25
SpringL,1,392.5,1574,-143.9,2.4,209,-4.6,287.4,7,172.8,102.4,1,24.25
SpringL,1,392.5,1592,-157.7,3.2,299,-6.6,165.9,12,172.2,53.3,1,24.25
SpringL,1,392.5,1599,-155.4,4.3,187,-4.2,282.1,2,181.8,139.9,1,24.25
SpringL,1,392.5,1690,-155.3,0.4,288,-11.1,164.2,-1,165.3,54.1,1,24.25
SpringL,1,392.5,1693,-152.5,1,215,-6.2,175.8,-5,177.2,174.7,1,24.25
SpringL,2,120.2,401,-140.6,4.8,215,-0.9,295.9,-6,170.6,2.1,1,24.25
SpringL,2,120.2,404,-150.9,3.4,187,-3.5,268.1,-3,176.6,8.9,1,24.25
SpringL,2,120.2,407,-141.6,3.8,197,-0.1,275.1,2,169.7,13.6,1,24.25
SpringL,2,120.2,410,-143.5,1,189,1.8,287.3,-5,171.1,21.7,1,24.25
SpringL,2,120.2,413,-134.3,4.8,187,-3.3,275.8,6,164,7.5,1,24.25
SpringL,2,120.2,416,-130.6,5.6,191,2.2,295.8,6,160.3,8.2,1,24.25
SpringL,2,120.2,420,-134.1,5.3,174,0.7,301,7,164.1,1.7,1,24.25
SpringL,2,120.2,423,-137.2,1.9,191,-2.8,282.7,2,165.4,20.6,1,24.25
SpringL,2,120.2,427,-135,2.1,190,-0.9,293,14,164,7.2,1,24.25
SpringL,2,120.2,430,-133.4,1,198,-1,294.8,-2,163.1,5.2,1,24.25
SpringL,2,120.2,434,-146.6,0.6,197,2.2,281.4,3,169.8,17.9,1,24.25
SpringL,2,120.2,438,-142.8,0.7,191,-7,293.1,19,169.8,5.8,1,24.25
SpringL,2,120.2,441,-146.5,5.2,188,-1,283.9,1,166.5,24.4,1,24.25
SpringL,2,120.2,445,-159.9,4.1,194,-6,268.1,0,178.5,15.5,1,24.25
SpringL,2,120.2,449,-140.8,4.5,203,-2.5,285.2,4,169.8,11.8,1,24.25
SpringL,2,120.2,453,-140.2,4,178,-1.8,283.5,6,169.6,12.6,1,24.25
SpringL,2,120.2,456,-155.7,2.9,179,-5.4,289.1,11,176.1,13.5,1,24.25
SpringL,2,120.2,460,-149.6,1.3,201,-3.6,285.3,12,175.4,13.8,1,24.25
SpringL,2,120.2,464,-144.1,0.6,198,-5.1,294.4,6,168,18.3,1,24.25
SpringL,2,120.2,468,-146.4,2,187,-1.6,291.2,8,165.1,19.5,1,24.25
SpringL,2,120.2,472,-141.6,1.6,185,-0.3,295.8,1,166.3,25.5,1,24.25
SpringL,2,120.2,479,-149.8,2.7,208,1.2,282,4,174.4,16.4,1,24.25
SpringL,2,120.2,487,-145,2.3,199,-2.3,277.2,-9,174.6,20.2,1,24.25
SpringL,2,120.2,491,-145,1.2,190,-2.6,285.2,6,166.6,26.9,1,24.25
SpringL,2,120.2,499,-148,5.2,186,-0.5,285.5,1,168.2,28.8,1,24.25
SpringL,2,120.2,503,-158.6,6.2,203,-3.8,284.2,4,170.4,11.8,1,24.25
SpringL,3,269.5,898,-138.4,0.8,242,3.6,244.5,10,168.4,3.4,1,24.25
SpringL,3,269.5,901,-133.4,5.4,131,-3.2,353.6,12,163.4,1.4,1,24.25
SpringL,3,269.5,904,-147.7,0.6,146,3,239,5,177.6,8.8,1,24.25
SpringL,3,269.5,907,-144.6,4.6,153,0.1,75.6,7,173.4,4.7,1,24.25
SpringL,3,269.5,909,-134.4,0.5,141,-3.9,0.3,11,164.4,3.4,1,24.25
SpringL,3,269.5,912,-141.8,1.7,251,6.8,81.8,11,171.6,30.3,1,24.25
SpringL,3,269.5,915,-144.2,6.1,147,2.1,73.7,8,173.2,5.5,1,24.25
SpringL,3,269.5,919,-150.8,5.4,134,-6.2,359.9,18,173.5,8.4,1,24.25
SpringL,3,269.5,922,-146.1,5.8,159,2.1,173.3,-3,176.1,7.1,1,24.25
SpringL,3,269.5,925,-146.8,6.2,136,-3.2,234.8,5,176,48.4,1,24.25
SpringL,3,269.5,971,-136.3,4.1,243,1.4,167.3,2,166.2,2.6,1,24.25
SpringL,3,269.5,974,-139.8,1.8,254,-2.7,359.5,24,169.8,0.8,1,24.25
SpringL,3,269.5,977,-142.7,2.8,259,2.3,168.8,7,172.7,2.9,1,24.25
SpringL,3,269.5,985,-144.9,3.4,236,2.2,171,4,172,7.6,1,24.25
SpringL,3,269.5,990,-144.5,1.3,127,1,75.8,18,174.4,6.4,1,24.25
SpringL,3,269.5,994,-140.5,3.3,262,2.5,349.6,37,170.5,1.1,1,24.25
SpringL,3,269.5,999,-159.8,5.4,254,3.5,255.9,16,189.2,23.1,1,24.25
SpringL,3,269.5,1003,-146.4,2.9,138,-1.1,82,23,176.3,12.1,1,24.25
SpringL,3,269.5,1058,-147.1,1.2,245,5.9,79.5,7,175.2,69.3,1,24.25
SpringL,3,269.5,1061,-145.4,0.6,135,-6.2,231,-2,175,40.1,1,24.25
SpringL,3,269.5,1067,-155.1,2.6,147,-2.8,2.4,19,176.8,55.9,1,24.25
SpringL,3,269.5,1074,-155.9,1.4,130,-1.1,258.4,3,185.2,57.9,1,24.25
SpringL,3,269.5,1082,-149.6,5.7,265,3.5,175.9,-5,179.5,15.9,1,24.25
SpringL,3,269.5,1120,-155,2.3,165,-1.2,159,4,184.9,18.7,1,24.25
SpringH,1,138.8,463,-120.8,3.5,200,-3.1,36,7,150.7,2.7,1,24.25
SpringH,1,138.8,466,-126.3,5,175,-3.6,332.1,12,156.3,1.7,1,24.25
SpringH,1,138.8,472,-122.4,1,186,-0.7,335.3,-3,152.4,3.5,1,24.25
SpringH,1,138.8,479,-119.7,5.1,194,-5.9,130.2,2,149.7,0.7,1,24.25
SpringH,1,138.8,488,-112,4.3,187,-10,40.9,11,142,0.6,1,24.25
SpringH,1,138.8,497,-132.9,3,202,-6,349.8,3,162.9,5,1,24.25
SpringH,1,138.8,507,-119.3,0.2,183,-2.6,148.9,-7,149.3,1,1,24.25
SpringH,1,138.8,517,-128.6,5.5,174,-2.1,140.2,-12,158.3,3.1,1,24.25
SpringH,1,138.8,528,-122.9,3.2,217,-3.1,39.7,6,152.8,3.9,1,24.25
SpringH,1,138.8,540,-135.6,1.5,195,-4.4,131.7,-13,165.1,18.5,1,24.25
SpringH,1,138.8,552,-129.6,0.2,186,-2.9,44.3,-2,159.1,19.8,1,24.25
SpringH,1,138.8,565,-146.7,6,194,1.3,36.3,22,174.6,41.7,1,24.25
SpringH,1,138.8,578,-147,0.7,197,-3.4,343.3,-7,172.8,50.7,1,24.25
SpringH,1,138.8,592,-154.2,1.5,199,-3.3,142.4,-14,175.8,47.4,1,24.25
SpringH,1,138.8,606,-148.9,2.4,188,-0.7,337.6,4,158.6,13.2,1,24.25
SpringH,2,207.9,693,-147.3,1.7,30,-9.4,55.2,2,177.2,1.5,1,24.25
SpringH,2,207.9,696,-151.2,1.2,43,-5.7,52.9,6,180.8,4.4,1,24.25
SpringH,2,207.9,701,-134.2,2.5,43,-3.4,252.4,1,164.1,1,1,24.25
SpringH,2,207.9,707,-139.4,4.7,37,-9.6,249.3,6,168.6,2.8,1,24.25
SpringH,2,207.9,714,-141.2,5.8,43,-8.8,70.5,7,171.2,0.7,1,24.25
SpringH,2,207.9,721,-128.8,5.9,36,-1,237.8,11,158.8,0.2,1,24.25
SpringH,3,410.5,1368,-150.8,2,169,-3,39.1,1,180.6,8.8,1,24.25
SpringH,3,410.5,1372,-133.6,1.8,166,-1,113.8,0,163.6,0.7,1,24.25
SpringH,3,410.5,1376,-146.8,2.2,158,-8.5,272.9,0,176.7,3.2,1,24.25
SpringH,3,410.5,1382,-148.1,4.3,185,-8.6,269.1,5,173.7,6.5,1,24.25
SpringH,3,410.5,1388,-141.5,4,159,-4.5,224,3,171.4,1.9,1,24.25
SpringH,3,410.5,1395,-144,0.8,184,-5.4,267.9,6,173,5.8,1,24.25
SpringH,3,410.5,1402,-147,4.5,150,-1,271.5,8,177,2.1,1,24.25
SpringH,3,410.5,1410,-142,3.6,185,-3.1,218.4,9,172,1.3,1,24.25
SpringH,3,410.5,1434,-154.7,5.1,167,-2,48.8,-3,183.5,37.3,1,24.25
SpringH,3,410.5,1443,-157.2,2.7,162,-9.6,214.6,5,184,27.7,1,24.25
SpringH,3,410.5,1516,-155.8,6,177,-13.9,226.1,9,185.6,22.3,1,24.25
SpringH,3,410.5,1529,-154,6.1,169,-0.9,51.9,-12,183.3,47.4,1,24.25
SpringM,1,196,653,-130,1.3,211,3.5,66.4,4,157.9,30.3,1,24.25
SpringM,1,196,656,-125,6.2,192,8.4,280.9,-2,155,4.6,1,24.25
SpringM,1,196,660,-131.6,2.8,215,5.5,273.8,6,160.9,33.6,1,24.25
SpringM,1,196,663,-123.8,1.3,214,9.9,287.2,-7,153.7,17.3,1,24.25
SpringM,1,196,667,-125.4,5.8,222,6.9,287.3,5,155.4,3.4,1,24.25
SpringM,1,196,671,-137.4,0.7,194,5.2,50.3,8,165.9,14.3,1,24.25
SpringM,1,196,675,-141.7,3.1,218,9.4,278.8,1,160.4,25.8,1,24.25
SpringM,1,196,679,-138.9,0.3,217,7.4,72.3,2,164.6,24.4,1,24.25
SpringM,1,196,683,-135,2.2,204,5.5,59.1,-2,163.8,17.9,1,24.25
SpringM,1,196,688,-130.8,1.4,210,7.7,271.8,-5,159.4,12.8,1,24.25
SpringM,1,196,692,-140.2,4.9,197,2.5,274.4,-4,165.5,23.2,1,24.25
SpringM,1,196,696,-133.2,2.4,195,13.1,50.5,6,163,8.2,1,24.25
SpringM,1,196,701,-146.6,1.1,227,6.1,69.6,7,174.9,13.2,1,24.25
SpringM,1,196,705,-128,4.6,216,7.5,277.9,-4,156.8,19.1,1,24.25
SpringM,1,196,710,-137.8,0.2,217,4.4,58.7,4,164.9,26.3,1,24.25
SpringM,1,196,714,-131.5,3.3,215,1.2,67.7,3,158.7,30.2,1,24.25
SpringM,1,196,719,-140.3,2.3,209,4.9,277.3,-4,161.2,22.2,1,24.25
SpringM,1,196,724,-134.5,4.7,206,4.7,63.5,4,160.6,33.3,1,24.25
SpringM,1,196,728,-149,1.7,205,6.6,277.6,-2,165.4,30.4,1,24.25
SpringM,1,196,733,-146.2,0.6,224,9,281.7,-12,168.6,42.4,1,24.25
SpringM,1,196,738,-154.9,2.4,221,4.9,259.8,-7,180.6,52.8,1,24.25
SpringM,1,196,743,-158.9,4.4,215,2.3,282.9,-6,160.4,44.1,1,24.25
SpringM,1,196,748,-155.2,3.7,205,10.7,73.3,6,175.4,37.4,1,24.25
SpringM,1,196,752,-155.3,5.7,208,9,269.8,-3,162.2,16.3,1,24.25
SpringM,1,196,757,-144.2,0.5,190,6.9,288.7,2,164.1,30.3,1,24.25
SpringM,1,196,762,-158.8,2.9,231,4.8,267.8,-6,185.8,52,1,24.25
SpringM,1,196,812,-149.2,2.4,190,10.4,58.3,7,171.7,48.6,1,24.25
SpringM,1,196,815,-143.8,3.1,221,4.7,277.1,-9,164.1,38.2,1,24.25
SpringM,1,196,821,-138.5,6,214,3.8,287.1,-5,158,45,1,24.25
SpringM,1,196,828,-145.6,3.2,200,11.9,271.1,-2,170.7,74.2,1,24.25
SpringM,1,196,836,-137.5,4.4,193,5.1,257.8,-4,167.4,20.9,1,24.25
SpringM,1,196,845,-142.6,5.1,211,6.3,277.1,5,162.7,55.6,1,24.25
SpringM,1,196,855,-158,1.9,214,6.6,266.4,-3,165.7,18.2,1,24.25
SpringM,1,196,866,-155.5,4.3,210,7,58,15,178.7,77.7,1,24.25
SpringM,2,199.6,665,-116.4,4.8,2,9.2,124.5,-9,146.4,0.6,1,24.25
SpringM,2,199.6,668,-116.6,1.3,1,-5.6,132.1,-1,146.6,1,1,24.25
SpringM,2,199.6,673,-118.8,3.8,327,-3.2,146.3,-6,148.8,2.8,1,24.25
SpringM,2,199.6,679,-118,3.5,320,-1.4,36.3,6,148,1.1,1,24.25
SpringM,2,199.6,685,-126.3,4.1,342,-0.2,37.7,2,156.2,4.6,1,24.25
SpringM,2,199.6,691,-127.5,2.7,6,6.3,268.2,0,157.3,7,1,24.25
SpringM,2,199.6,698,-135.3,4.9,10,5.3,148.2,10,165.2,12.6,1,24.25
SpringM,2,199.6,706,-125.2,0.7,4,-5.3,154.1,-10,155.2,6.4,1,24.25
SpringM,2,199.6,713,-132.9,2,6,3.2,139,-4,161,30.7,1,24.25
SpringM,2,199.6,721,-135.2,6.1,12,6.5,265.3,-3,160.9,15.1,1,24.25
SpringM,2,199.6,729,-134.2,5.4,19,3.9,253.6,-1,164.2,3.6,1,24.25
SpringM,2,199.6,737,-137.4,5.5,351,2,35,1,164.6,38,1,24.25
SpringM,2,199.6,746,-143.4,1.7,1,4.3,251.4,-2,170.8,78.2,1,24.25
SpringM,2,199.6,755,-127.5,3.4,13,8.1,155.8,-8,157.4,19,1,24.25
SpringM,2,199.6,764,-144.8,3.3,30,2,33.7,-8,174.8,7.5,1,24.25
SpringM,2,199.6,773,-153.6,1.4,10,3.8,133.3,-3,163.9,29.4,1,24.25
SpringM,2,199.6,782,-145.1,2.3,343,0.2,252.8,2,174.6,43.6,1,24.25
SpringM,2,199.6,822,-158.5,0.9,341,-5.7,243.8,2,179.5,81.4,1,24.25
SpringM,2,199.6,889,-143.6,5.9,2,3.5,247.6,-5,171,88.1,1,24.25
SpringM,2,199.6,891,-141.4,0.5,341,-2.9,139.3,0,170.4,85.1,1,24.25
SpringM,2,199.6,894,-155.4,3.5,342,2,135.3,-6,176.2,114.3,1,24.25
SpringM,2,199.6,897,-134.6,5.4,12,0.7,155.2,-2,162.9,71,1,24.25
SpringM,2,199.6,900,-142,1.6,334,-1.9,155,-3,164.4,86.6,1,24.25
SpringM,2,199.6,903,-147.2,1.8,326,1.6,25.4,3,168.1,79.7,1,24.25
SpringM,2,199.6,906,-146.2,4.3,356,-6.5,29.2,11,174.6,52.6,1,24.25
SpringM,2,199.6,908,-145.9,1,6,4.2,33.8,3,168.3,85.7,1,24.25
SpringM,2,199.6,911,-139,2.1,4,3.2,35.3,5,167.6,86.6,1,24.25
SpringM,2,199.6,914,-147.3,1.5,339,-5.4,32,15,176.5,85.4,1,24.25
SpringM,2,199.6,917,-140.6,4.9,354,-0.3,35.7,12,170,66.4,1,24.25
SpringM,2,199.6,920,-153.9,2.7,16,0.5,26.9,6,180,96.4,1,24.25
SpringM,2,199.6,923,-145.3,2.4,336,-6.2,244.6,-2,175,54,1,24.25
SpringM,2,199.6,926,-157.5,4,339,-8.3,138.4,2,174.2,102.8,1,24.25
SpringM,2,199.6,929,-139.1,4.5,350,-5.1,154,-7,168.8,49.6,1,24.25
SpringM,2,199.6,935,-148.5,1.9,9,9,142.5,-2,168.3,76.3,1,24.25
SpringM,2,199.6,938,-149,2.4,11,3.9,27.8,9,176.1,96.9,1,24.25
SpringM,2,199.6,941,-149.3,5.7,355,6.5,36.9,4,170.6,83.8,1,24.25
SpringM,2,199.6,1021,-154,4.5,357,-7.5,271.1,-28,183.8,51.5,1,24.25
SpringM,2,199.6,1024,-152.2,5.9,4,8.5,136.7,2,169,80.7,1,24.25
SpringM,2,199.6,1027,-151.8,2.2,326,1.4,24.1,-5,176.4,157.5,1,24.25
SpringM,2,199.6,1031,-159.3,3.8,4,5.5,138.8,-4,162.6,36.5,1,24.25
SpringM,2,199.6,1034,-155.1,3,13,6.1,144.5,-7,170,77.8,1,24.25
SpringM,2,199.6,1038,-154.3,0.1,335,-4,134.6,3,174.5,134.5,1,24.25
SpringM,2,199.6,1042,-156.8,1.3,343,-0.9,140,-2,171.8,81.6,1,24.25
SpringM,2,199.6,1046,-146.8,1.8,355,0.4,141.5,2,176.2,119,1,24.25
SpringM,2,199.6,1055,-157.9,3.4,348,-0.9,235.4,2,185.6,170.8,1,24.25
SpringM,2,199.6,1059,-159.1,2.9,339,4.7,259.7,0,182.3,134.1,1,24.25
SpringM,2,199.6,1063,-153.8,2.2,335,-8.5,147.5,-12,164.2,41.7,1,24.25
SpringM,2,199.6,1077,-158.7,0.4,12,7.7,151.1,-6,160.5,32.7,1,24.25
SpringM,2,199.6,1091,-158.4,4.2,5,7.6,248.9,5,175.8,104.8,1,24.25
SpringM,2,199.6,1095,-159.8,2.7,331,-3,136.9,-17,174.5,72.6,1,24.25
SpringM,3,236.1,787,-104.3,0,170,-2.2,349.5,7,134.3,0,1,24.25
SpringM,3,236.1,790,-112.3,5.2,132,1.1,184.9,-7,142.3,0,1,24.25
SpringM,3,236.1,796,-107.1,2.1,152,-7.9,286.9,-7,137.1,0,1,24.25
SpringM,3,236.1,803,-117.3,5.5,145,-3.2,15.9,5,147.3,0.3,1,24.25
SummerL,1,104,347,-121.4,1.5,21,-9.6,117.3,2,149.5,79,2,24.25
SummerL,1,104,349,-105.6,4.1,9,-8,124.5,17,135.6,1.4,2,24.25
SummerL,1,104,352,-117,2.4,28,-14.3,166.2,5,146.4,19.3,2,24.25
SummerL,1,104,355,-110.4,4.7,30,-3.3,113.5,2,140.2,26.2,2,24.25
SummerL,1,104,357,-131.6,1.1,38,-9.6,122,6,157.7,28.6,2,24.25
SummerL,1,104,360,-124.3,5.1,28,-10.3,251,-4,147.4,70.3,2,24.25
SummerL,1,104,363,-121.4,0.1,33,-13.5,168.7,11,149.3,35.5,2,24.25
SummerL,1,104,366,-121.9,3.7,41,-6.6,173.8,13,150.9,79.1,2,24.25
SummerL,1,104,369,-112.8,1.9,17,-13.2,258.7,-3,142.3,20.9,2,24.25
SummerL,1,104,371,-121.3,1,37,-13.1,168.7,18,150.2,45.1,2,24.25
SummerL,1,104,374,-125.8,0.1,34,-9.6,180.2,12,153.6,105.3,2,24.25
SummerL,1,104,377,-124.2,5.2,51,-10.6,110,4,154.1,12.6,2,24.25
SummerL,1,104,380,-120.4,4.5,13,-5.3,174.8,13,150,22.5,2,24.25
SummerL,1,104,383,-125.2,4.8,24,-8.9,175.4,15,154,59,2,24.25
SummerL,1,104,386,-122.1,6.1,13,-15.4,262.2,-12,151,13.4,2,24.25
SummerL,1,104,388,-127.8,1.9,32,-12.1,123.9,4,155.9,37.3,2,24.25
SummerL,1,104,391,-135.4,1.7,7,-7.7,270.1,-6,162.3,42.7,2,24.25
SummerL,1,104,394,-117,5.6,15,-8.9,253.5,2,145.5,15.7,2,24.25
SummerL,1,104,397,-117.6,2.6,30,-8.2,247.8,-4,146.9,26.9,2,24.25
SummerL,1,104,400,-123.1,3,27,-17.9,170.2,4,148.6,25.5,2,24.25
SummerL,1,104,403,-127.1,4.6,34,-10.4,253.2,-1,150.9,77.6,2,24.25
SummerL,1,104,406,-130.6,0.9,20,-15.4,264.5,-11,153,68.9,2,24.25
SummerL,1,104,409,-129,2.6,12,-16.6,188.1,9,158.8,11.9,2,24.25
SummerL,1,104,412,-143.5,1.5,44,-6.9,253.4,-2,166.6,80.2,2,24.25
SummerL,1,104,457,-122.4,1.1,21,-8.6,259.2,-4,145.9,54.5,2,24.25
SummerL,1,104,459,-118.8,5.9,7,-11.1,171.4,19,148.6,19.6,2,24.25
SummerL,1,104,463,-128.1,3.6,25,-8.3,119.9,7,150.5,87.8,2,24.25
SummerL,1,104,467,-116.5,1.9,32,-6.6,110.9,-4,143.6,57.5,2,24.25
SummerL,1,104,471,-132,0.8,25,-10.6,176.4,9,155.5,76.6,2,24.25
SummerL,1,104,475,-125.3,4.4,43,-10.4,105.6,-4,154.9,20.3,2,24.25
SummerL,1,104,479,-143.3,6,20,-6.9,118.7,5,150.5,108.6,2,24.25
SummerL,1,104,484,-130,0.3,29,-9.1,112.6,7,147.4,44.6,2,24.25
SummerL,1,104,488,-122.8,4.5,33,-10.4,268.6,-11,152.1,36.5,2,24.25
SummerL,1,104,493,-147.8,5.5,21,-10.2,110.9,10,158.8,109.9,2,24.25
SummerL,1,104,577,-114.7,4.7,30,-14.1,258.5,-8,144.5,32.4,2,24.25
SummerL,1,104,580,-128.6,6.1,41,-8.6,170.6,14,151,86.3,2,24.25
SummerL,1,104,583,-125.7,5.9,6,-17.5,248.7,-8,155.6,35.5,2,24.25
SummerL,1,104,586,-130.2,1.1,37,-7.2,168.6,2,157.4,113.1,2,24.25
SummerL,1,104,589,-131.7,4.5,26,-9.3,256.8,3,153.8,90.8,2,24.25
SummerL,1,104,592,-124.7,3.7,19,-9.2,119,7,151.3,117,2,24.25
SummerL,1,104,595,-127.9,2.3,31,-12.7,181.3,11,154.5,110.4,2,24.25
SummerL,1,104,598,-133.5,3.2,26,-11.7,171.7,16,155.4,88.5,2,24.25
SummerL,1,104,601,-141.1,5.2,31,-10.5,169.8,11,150.7,49.3,2,24.25
SummerL,1,104,605,-131.4,1.4,27,-14.8,107.7,4,156.9,110.3,2,24.25
SummerL,1,104,608,-136.4,6,28,-9.7,266.5,-10,152.5,55.7,2,24.25
SummerL,1,104,611,-128.5,4,32,-12.3,108.1,-10,153.6,72.6,2,24.25
SummerL,1,104,741,-156.2,3.6,15,-10,177.3,14,153.2,29.4,2,24.25
SummerL,1,104,743,-141.5,2.8,27,-10.2,263.3,-1,153.4,98.1,2,24.25
SummerL,1,104,746,-139.5,3.8,39,-5.5,245,4,163.9,156.3,2,24.25
SummerL,1,104,749,-134.8,1.9,39,-9,178,15,153.5,111.6,2,24.25
SummerL,1,104,751,-146.2,5.5,17,-7.2,250.1,-10,158.8,61.3,2,24.25
SummerL,1,104,754,-147.7,2.1,23,-6.5,120.2,9,152.5,107.6,2,24.25
SummerL,1,104,756,-149.1,2,34,-11.5,252.1,0,151.5,69.6,2,24.25
SummerL,1,104,759,-152.9,4.8,28,-7.1,253.5,-2,149.6,69,2,24.25
SummerL,1,104,762,-148.8,1.6,9,-9.1,173.5,13,151.5,44.6,2,24.25
SummerL,1,104,764,-149.2,0.8,22,-10.2,169.2,9,154.9,48.9,2,24.25
SummerL,1,104,767,-152.6,3.6,18,-15.4,246.3,-1,157.5,32.4,2,24.25
SummerL,1,104,769,-148,0.8,29,-13,266.1,-6,151.2,51.9,2,24.25
SummerL,1,104,772,-148.6,3.3,26,-11.5,173.7,11,153.4,72.4,2,24.25
SummerL,1,104,775,-151.9,3.4,25,-6.4,162.7,8,157.3,37.9,2,24.25
SummerL,1,104,777,-153.9,1.7,13,-10.4,260.4,-4,145.6,19.3,2,24.25
SummerL,1,104,780,-149.8,3.7,25,-11.6,258.3,-6,146.4,97.1,2,24.25
SummerL,1,104,782,-150,1.5,33,-10.4,112.7,3,146.8,47.2,2,24.25
SummerL,1,104,785,-146.5,1.8,27,-8.2,263.1,7,163.5,125.8,2,24.25
SummerL,1,104,788,-148,3.6,20,-10.6,257.4,-2,143.7,37,2,24.25
SummerL,1,104,790,-151.7,2.8,9,-11.2,127.6,4,157.3,35.9,2,24.25
SummerL,1,104,793,-155.8,5.3,10,-9.1,171.6,11,152.6,44.4,2,24.25
SummerL,1,104,798,-158.7,1.2,26,-11.6,259,-2,148.2,97.5,2,24.25
SummerL,1,104,801,-150.9,0.1,41,-8.1,257.9,-3,163.1,99.1,2,24.25
SummerL,1,104,811,-157.5,2.9,29,-10.5,176.2,18,156.9,90.7,2,24.25
SummerL,1,104,966,-156.9,3.1,47,-4.1,248.2,-7,174.6,150.5,2,24.25
SummerL,1,104,969,-154.6,4.1,9,-8.8,266.2,-6,158.5,38.6,2,24.25
SummerL,1,104,972,-153.4,1.3,33,-9.8,105.7,2,151.5,64.4,2,24.25
SummerL,1,104,979,-153.5,5.8,22,-9.6,115.4,4,149.1,79.2,2,24.25
SummerL,2,218.4,728,-130.6,2.7,53,-7.6,249.4,7,160.6,0.5,2,24.25
SummerL,2,218.4,731,-134.1,3.1,65,-8.4,130.5,-5,164.1,0.5,2,24.25
SummerL,2,218.4,737,-144.1,1.2,279,-3.7,130.6,16,174.1,1.5,2,24.25
SummerL,2,218.4,743,-143.9,1.5,206,-3.7,69.2,6,173.9,0.1,2,24.25
SummerL,2,218.4,751,-141.2,0.4,263,-8.4,131.8,1,171.1,0.8,2,24.25
SummerL,2,218.4,759,-143.2,5.8,74,-0.4,130.2,3,173.2,3.6,2,24.25
SummerL,2,218.4,767,-144.6,1.8,226,-3.6,148.7,-1,174.6,0.2,2,24.25
SummerL,2,218.4,777,-138,6.2,277,-9.8,253.8,9,168,2.6,2,24.25
SummerL,3,320.2,1067,-125.1,4.9,9,-11.1,46.6,1,155,1.1,2,24.25
SummerL,3,320.2,1071,-121.9,5.7,335,-3.5,41.1,-8,151.9,0.8,2,24.25
SummerL,3,320.2,1076,-124.8,2.2,32,-4.2,47.5,1,154.8,1.2,2,24.25
SummerL,3,320.2,1083,-141.5,0.2,23,-6.6,154.2,4,171.5,5.6,2,24.25
SummerL,3,320.2,1090,-138.9,5.4,21,-5.2,158.6,17,168.9,2.1,2,24.25
SummerL,3,320.2,1098,-142.1,2.1,304,-3.2,42.3,0,171.8,28.3,2,24.25
SummerL,3,320.2,1107,-134.5,4.6,316,1.5,0.4,-4,164.4,0.7,2,24.25
SummerL,3,320.2,1116,-139.7,2.9,325,-4.1,35.3,-1,168.1,26.3,2,24.25
SummerL,3,320.2,1125,-133.4,0.9,316,5.9,42.4,-9,163.3,6.2,2,24.25
SummerL,3,320.2,1135,-155.8,4.9,26,-10.1,350.6,-3,184.9,54,2,24.25
SummerL,3,320.2,1146,-151.1,2,328,-5.8,54,-2,178.4,37.9,2,24.25
SummerL,3,320.2,1157,-144.9,0.7,326,-4.3,161.2,3,174.7,11.7,2,24.25
SummerL,3,320.2,1168,-154.5,6.2,330,1.5,155,7,181.5,37.1,2,24.25
SummerL,3,320.2,1180,-157.8,2,322,-6.1,46.1,-4,177.5,36.1,2,24.25
SummerL,3,320.2,1204,-150.9,1.2,24,-8.3,41.1,-2,170.2,59.2,2,24.25
SummerL,3,320.2,1435,-154.2,2.2,307,-0.4,354.7,-16,184.1,54.1,2,24.25
SummerL,3,320.2,1438,-159.2,4.6,353,-8.1,156.2,-8,189.2,41.9,2,24.25
SummerL,3,320.2,1442,-157.5,5.3,35,-6.5,356.1,-4,183.8,180.9,2,24.25
SummerL,3,320.2,1446,-155,5.4,20,-8,39.4,-1,174.8,113.8,2,24.25
SummerL,3,320.2,1459,-157.6,2.5,308,0.2,48.6,0,177.2,108.3,2,24.25
SummerL,3,320.2,1474,-156.2,2.8,27,-8.1,346.3,-15,184.8,178.1,2,24.25
SummerH,1,107,357,-120.6,1,79,-14.1,71.9,11,150.6,5.6,2,24.25
SummerH,1,107,360,-116.5,4.8,71,-10.4,74.4,-5,146.4,28.9,2,24.25
SummerH,1,107,364,-115.5,5.2,80,-5.6,260.5,7,145.5,0.8,2,24.25
SummerH,1,107,369,-122.6,0.7,64,-11.4,273.6,10,152,18.6,2,24.25
SummerH,1,107,374,-115.1,2.2,59,-10.3,71.4,11,145,14.8,2,24.25
SummerH,1,107,380,-125.3,0.1,63,-8.5,259.5,9,154.3,28.3,2,24.25
SummerH,1,107,386,-127.9,3.9,49,-9.3,268,7,155.9,90.7,2,24.25
SummerH,1,107,392,-125.5,1.3,62,-7,267.4,8,152.8,33,2,24.25
SummerH,1,107,399,-128.3,0.8,59,-10.2,267.5,7,153.7,37.6,2,24.25
SummerH,1,107,405,-114.8,5.4,51,-8.7,75.5,-1,144.7,22.1,2,24.25
SummerH,1,107,412,-126.9,1.2,54,-4.7,66.1,7,154.1,22.3,2,24.25
SummerH,1,107,419,-127.7,0.7,61,-10.1,290.6,7,157.6,8.5,2,24.25
SummerH,1,107,426,-146,3.1,70,-12.8,75.9,3,153.7,55.3,2,24.25
